mpid	log(PF_p*10^9)	mean_Number
mp-777476	5.694605199	12.05555556
mp-29637	6.627365857	28.27272727
mp-569684	5.722633923	23.2
mp-4900	7.11058971	27.6
mp-740739	5.238046103	9.898305085
mp-667374	4.707570176	10
mp-541221	5.679427897	11.2
mp-757594	5.830588669	18.28571429
mp-672673	5.964730921	40
mp-18126	6.833784375	42.66666667
mp-567753	6.679427897	40.66666667
mp-680226	4.382017043	21.42857143
mp-570594	6.868644438	41.91666667
mp-568954	6.785329835	39.91666667
mp-651024	4.496929648	13.71428571
mp-680374	5.11058971	11.14285714
mp-554553	6.788875116	32.66666667
mp-555509	6.770852012	31.16666667
mp-14536	5.447158031	12.95238095
mp-556781	6.814913181	24.16666667
mp-653973	5.08278537	13.71428571
mp-17243	6.864511081	41.16666667
mp-757722	5.392696953	21.42857143
mp-6566	5.572871602	15.14285714
mp-582767	6.662757832	28.66666667
mp-560632	5.359835482	12.57142857
mp-8355	6.235528447	11.14285714
mp-571468	6.857332496	40.16666667
mp-570045	6.778874472	38.91666667
mp-561305	5.644438589	18.85714286
mp-866696	6.940516485	25.66666667
mp-568779	6.846337112	39.66666667
mp-4202	5.692846919	16.28571429
mp-558980	6.762678564	29.91666667
mp-556975	6.595496222	27.91666667
mp-17486	6.757396029	29.66666667
mp-560501	6.72916479	29.16666667
mp-556962	6.689308859	29.16666667
mp-554947	6.222716471	8.857142857
mp-39460	5.790285164	12.28571429
mp-864666	6.792391689	29.41666667
mp-12485	6.579783597	26.91666667
mp-625677	6.546542663	9.428571429
mp-625733	6.51054501	12
mp-6485	6.691081492	39.16666667
mp-17719	6.57634135	28.66666667
mp-504891	6.173186268	28.25
mp-690977	6.214843848	24
mp-27573	6.445604203	18.14285714
mp-673101	6.149219113	17.2
mp-540861	6.079181246	10.28571429
mp-645272	6.56937391	17.44444444
mp-850993	5.921686475	12.2
mp-573114	7.187520721	30.41666667
mp-754929	5.705007959	17.71428571
mp-34284	5.499687083	17.83333333
mp-37267	5.348304863	14.33333333
mp-760509	5.62838893	10.33333333
mp-23827	6.472756449	14.85714286
mp-673807	5.929418926	25.73529412
mp-762088	4.496929648	19.25
mp-651786	5.195899652	21.98245614
mp-988	6.719331287	10
mp-510724	6.133538908	33.22222222
mp-4584	6.444044796	38.85714286
mp-540707	5.941014244	21.86666667
mp-23141	5.898176483	17.42857143
mp-23121	5.695481676	16.57142857
mp-10509	6.093421685	16.75
mp-554463	5.361727836	14.46153846
mp-17382	6.11058971	15.86666667
mp-18243	6.123851641	13.46666667
mp-17708	6.567026366	19.28571429
mp-698475	5.974511693	10.8974359
mp-24074	6.57634135	13.28571429
mp-11166	5.149219113	16.75
mp-24121	6.587710965	13.14285714
mp-625397	6.565847819	12.42857143
mp-554758	6.209515015	10
mp-558349	5.521138084	20.85714286
mp-560873	6.408239965	25.14285714
mp-558268	6.544068044	22
mp-554094	5.206825876	10.44444444
mp-645291	6.626340367	29.61904762
mp-29218	6.507855872	23.85714286
mp-672223	5.761927838	19.375
mp-31067	5.949877704	12.9375
mp-768147	6.139879086	13.3125
mp-768920	6.068185862	22
mp-559642	5.84509804	10.86666667
mp-27971	6.40654018	35
mp-558506	5.583198774	3.5
mp-556327	5.418301291	22.36363636
mp-6694	6.489958479	17.6
mp-23183	6.471291711	27.75
mp-24217	5.711807229	9.529411765
mp-628782	6.894869657	28.19047619
mp-23225	6.387389826	27.5
mp-19054	5.838219222	16.125
mp-735488	5.94792362	7.512195122
mp-27506	6.507855872	25.57142857
mp-557994	6.553883027	12.19354839
mp-768419	6.206825876	12.75
mp-24073	7.190331698	13
mp-569050	5.553883027	29.53846154
mp-733590	5.849419414	18.625
mp-554498	5.691965103	10
mp-761897	6.053078443	11.8
mp-560265	5.717670503	10
mp-23110	6.481442629	40
mp-558713	6.037426498	8.857142857
mp-558118	5.758911892	7.333333333
mp-3082	6.012837225	11.33333333
mp-554515	5.876794976	7.4
mp-557319	5.456366033	7
mp-10851	6.117271296	10
mp-557723	6.285557309	10
mp-6326	5.940018155	8.857142857
mp-560151	5.933993164	10
mp-556372	6.012837225	11.33333333
mp-556118	6.139879086	38
mp-772180	6.541579244	23.2
mp-570311	6.503790683	30.36363636
mp-769294	5.053078443	26.26666667
mp-768505	6.012837225	25.2
mp-772188	6.017033339	31.6
mp-24097	6.004321374	7.777777778
mp-769045	5.978180517	24.4
mp-769015	5.972202838	24.2
mp-768469	5.985426474	24.8
mp-768889	6.079181246	26
mp-764647	4.575187845	10.53333333
mp-769079	6.1430148	15.2
mp-6310	6.489958479	18.375
mp-28549	5.790988475	5.733333333
mp-28548	5.859738566	6.933333333
mp-568231	6.447158031	33.4
mp-672346	6.51054501	43.8
mp-18511	6.348304863	21.75
mp-698206	5.276461804	26.375
mp-772521	6.290034611	6.266666667
mp-27366	6.606381365	19.6
mp-628618	5.704150517	24.40740741
mp-334	6.604226053	21
mp-29529	7.164352856	25.33333333
mp-7631	6.857332496	10
mp-8882	6.717670503	23
mp-24093	7.167317335	15
mp-570084	6.477121255	51.33333333
mp-9984	7.008600172	27.33333333
mp-28944	6.387389826	50.66666667
mp-556100	6.336459734	25.2
mp-28248	6.730782276	51.33333333
mp-559355	6.342422681	39.33333333
mp-555074	6.352182518	41.33333333
mp-567503	6.301029996	62.66666667
mp-570054	6.733999287	51.33333333
mp-567542	6.170261715	62.66666667
mp-570089	6.741151599	51.33333333
mp-10281	6.252853031	23
mp-560588	6.240549248	23
mp-580941	6.439332694	50
mp-672	6.06069784	32
mp-8389	6.342422681	14.54545455
mp-9946	6.146128036	23
mp-380	6.049218023	32
mp-12433	6.305351369	22.66666667
mp-2133	5.904174368	19
mp-557225	6.257678575	25.5
mp-661	6.485721426	10
mp-23326	5.701567985	17.27272727
mp-7664	5.849419414	11.63636364
mp-549706	6.387389826	10
mp-23063	5.521138084	30.36363636
mp-644222	6.173186268	18.5
mp-776911	6.033423755	10
mp-1070	5.822821645	41
mp-626161	6.056904851	9.285714286
mp-10096	6.62324929	21.63636364
mp-23321	5.597695186	23.81818182
mp-29696	5.886490725	22.44444444
mp-11670	6.382017043	15.38461538
mp-6606	6.344392274	14
mp-601817	6.832508913	11.85714286
mp-12171	5.980457892	14.36363636
mp-755949	6.982723388	36.90909091
mp-554479	6.444044796	20.33333333
mp-13002	5.28780173	11.77777778
mp-13954	5.155336037	17.77777778
mp-5055	5.534026106	14.09090909
mp-740711	5.463892989	14.53846154
mp-18244	5.292256071	18.45454545
mp-18274	6.045322979	22.3
mp-9007	6.64738297	18.18181818
mp-29116	5.705863712	56.72727273
mp-777480	6.399673721	11.5
mp-559514	6.959518377	31.45454545
mp-756587	6.632457292	12.66666667
mp-568698	5.957607287	5.37254902
mp-14794	5.815577748	18.63636364
mp-559256	7.053078443	30.36363636
mp-19139	6.008600172	16.46153846
mp-19216	6.181843588	19.23076923
mp-559447	6.802089258	21.65
mp-10616	7.08278537	30.66666667
mp-1572	6.440909082	32.5
mp-865427	6.399673721	13.71428571
mp-6867	6.501059262	11.14285714
mp-540635	5.846337112	19.57142857
mp-26897	6.593286067	12.14285714
mp-772036	6.075546961	26
mp-850779	6.071882007	27.03703704
mp-772869	6.372912003	26.37037037
mp-14676	6.130333768	26.77777778
mp-6661	6.820857989	13.71428571
mp-409	6.658964843	13.5
mp-9063	6.354108439	35.5
mp-643070	6.930949031	6.19047619
mp-9732	6.95568775	27.33333333
mp-555731	6.164352856	18.8
mp-6169	6.204119983	22.30769231
mp-16855	6.255272505	19.42857143
mp-561189	5.811575006	14
mp-760418	6.346352974	52
mp-568536	6.380211242	54
mp-567680	6.225309282	30
mp-560641	5.610660163	25.77777778
mp-29877	6.1430148	10.16666667
mp-6760	6.50242712	17.06382979
mp-29341	5.964730921	42
mp-28485	6.702430536	28
mp-762063	5.243038049	17.2
mp-27791	6.342422681	10.25
mp-754739	6.28780173	8
mp-554650	6.029383778	9.789473684
mp-758632	6.113943352	6
mp-556233	6.418301291	18
mp-2251	6.365487985	4
mp-6844	6.056904851	11.16666667
mp-16055	6.668385917	10.75
mp-569168	6.673020907	48.41666667
mp-755486	5.984977126	16
mp-17620	6.245512668	19.6
mp-16597	6.338456494	16.07692308
mp-16596	6.33243846	16
mp-17906	6.187520721	21.5
mp-17577	5.665580991	15
mp-611426	7.292256071	6
mp-7991	7.025305865	6
mp-6977	6.694605199	5.2
mp-569170	7.123851641	36
mp-755128	7.187520721	39.75
mp-23759	7.350248018	13.33333333
mp-1821	7.155336037	47.33333333
mp-7937	7.164352856	21
mp-754154	6.561101384	34.5
mp-754138	6.562292864	34.25
mp-16764	7.100370545	45
mp-757	6.675778342	10.5
mp-553308	6.348304863	32.75
mp-9037	6.675778342	36.5
mp-7938	7.336459734	23
mp-1634	7.041392685	36.66666667
mp-3632	6.965201701	21.33333333
mp-774712	6.669316881	16
mp-557142	6.620136055	7.333333333
mp-1943	6.456366033	32.5
mp-2507	6.558708571	23.5
mp-7650	6.45331834	18.5
mp-28553	6.549003262	25
mp-865353	6.503790683	57
mp-556742	6.477121255	23.5
mp-754282	6.7084209	23
mp-768231	6.815577748	14
mp-643276	6.217483944	7.090909091
mp-864657	6.57054294	56.5
mp-9702	6.428134794	19.75
mp-13148	6.230448921	14.8
mp-383	6.562292864	42
mp-23029	6.354108439	53.14285714
mp-624214	6.238046103	57.71428571
mp-768175	6.741151599	32.8
mp-28955	6.017033339	8.857142857
mp-567666	7.33243846	51.6
mp-23354	6.359835482	50.5
mp-643061	6.537819095	10.72727273
mp-866003	6.718501689	56.75
mp-3405	5.264817823	10
mp-867577	5.545307116	10
mp-18407	6.220108088	18.8
mp-772199	5.938519725	27.2
mp-768358	6.214843848	18.8
mp-16978	6.342422681	23.6
mp-629015	6.781755375	6
mp-755004	6.255272505	30
mp-10648	6.854306042	52
mp-864942	6.442479769	7.818181818
mp-766248	6.08278537	11.31034483
mp-866214	6.367355921	44
mp-755318	6.937517892	9.5
mp-754469	6.793790385	40.8
mp-755358	6.46834733	21.6
mp-754165	6.44870632	15.2
mp-865301	6.45331834	43.5
mp-864617	6.658964843	54.75
mp-17009	6.198657087	24.57142857
mp-7738	6.595496222	33.33333333
mp-545643	6.389166084	17.2
mp-9712	7.053078443	26.5
mp-567365	5.689308859	36
mp-3642	6.522444234	16.5
mp-558312	6.260071388	5.5
mp-865605	6.346352974	36
mp-7087	6.380211242	10
mp-2400	6.267171728	13.5
mp-3098	6.220108088	14.5
mp-20495	6.336459734	8.666666667
mp-864662	6.301029996	29.5
mp-841	6.301029996	5.5
mp-558658	6.318063335	16.28571429
mp-8511	5.36361198	10
mp-754535	6.184691431	30
mp-559378	6.283301229	29.55555556
mp-570752	6.281033367	1
mp-19138	6.46686762	21.6
mp-558566	6.33243846	25.47826087
mp-540795	6.552668216	28.26666667
mp-672233	6.621176282	7
mp-758689	5.891537458	9.25
mp-540794	6.648360011	24
mp-28911	6.856124444	12.72727273
mp-3924	7.33243846	15
mp-23907	5.739572344	1
mp-22977	6.552668216	25.8
mp-723540	6.235528447	16.90909091
mp-570099	6.692846919	33
mp-29763	6.544068044	33.4
mp-23048	6.526339277	37
mp-541393	6.376576957	19.33333333
mp-568508	6.071882007	24.4
mp-12103	6.294466226	7
mp-28572	7.004321374	42.33333333
mp-558702	6.354108439	21.4
mp-558725	6.252853031	28.33333333
mp-6872	6.338456494	11.14285714
mp-23486	6.684845362	23.2
mp-22950	6.588831726	26.8
mp-696944	6.789580712	32
mp-23015	5.904174368	40.28571429
mp-8354	7.260071388	21
mp-29575	6.130333768	26.42857143
mp-23494	6.767155866	35.6969697
mp-636934	6.820201459	38
mp-23492	6.723455672	35.45454545
mp-557203	6.553883027	20.4
mp-8630	7.59439255	48
mp-774336	7.103803721	20
mp-643293	6.71432976	11.71428571
mp-643246	6.85308953	16.28571429
mp-772181	5.494154594	31.42857143
mp-756361	7.049218023	27.33333333
mp-758925	4.701567985	11.73684211
mp-677179	5.559906625	16.10526316
mp-6115	5.238046103	12.73684211
mp-6299	5.198657087	10.84210526
mp-2488	7.225309282	45
mp-15599	4.992553518	11.68421053
mp-3519	7.041392685	21.33333333
mp-13614	4.870988814	15.26315789
mp-29505	5.995635195	38.85714286
mp-561202	5.705863712	23.81818182
mp-23644	6.252853031	35.77777778
mp-768199	6.703291378	15.42857143
mp-756908	6.247973266	12
mp-763149	5.910090546	11
mp-562072	6.46686762	34.28571429
mp-18789	6.195899652	16.4
mp-18778	6.193124598	22.90909091
mp-154	5.976808337	7
mp-672234	5.837588438	7
mp-23339	6.11058971	14
mp-769597	6.383815366	13.78571429
mp-11875	6.178976947	7
mp-778509	5.439332694	10.6
mp-8686	6.426511261	24
mp-18594	6.214843848	27.42857143
mp-17912	6.049218023	37.71428571
mp-704943	6.127104798	12.5
mp-29513	5.607455023	19.11111111
mp-743573	6.545307116	14.10526316
mp-14889	4.611723308	18.61111111
mp-14890	4.790285164	27.61111111
mp-722330	4.389166084	8.64
mp-27853	6.071882007	59.14285714
mp-7580	5.870988814	41.42857143
mp-23418	6.08278537	43.71428571
mp-556537	5.757396029	10
mp-866635	6.488550717	9.333333333
mp-643579	5.501059262	10.54545455
mp-623862	5.352182518	37.27272727
mp-29799	5.931966115	25.2
mp-23370	5.181843588	45.09090909
mp-569225	5.46686762	51.23809524
mp-571184	5.230448921	36.36363636
mp-556287	5.854913022	24.58823529
mp-29557	5.173186268	33.63636364
mp-27779	5.08278537	27.14285714
mp-568397	5.487138375	24.90909091
mp-24123	5.354108439	5.615384615
mp-24239	5.491361694	4.230769231
mp-31064	5.641474111	2.764705882
mp-780239	5.285557309	11.37931034
mp-29501	6.507855872	34.4
mp-770500	5.44870632	9.655172414
mp-1317	7.557507202	45
mp-4356	6.350248018	11.6
mp-16791	6.804820679	7.181818182
mp-734733	6.639486489	6.543209877
mp-17599	6.025305865	16.55
mp-2789	6.668385917	7.666666667
mp-23453	6.348304863	54.44444444
mp-14407	5.961895474	32.875
mp-697	5.641474111	22
mp-23287	5.911690159	23
mp-23212	6.394451681	32
mp-556672	5.530199698	18.44444444
mp-1922	6.269512944	37.33333333
mp-14753	6.037426498	10.16666667
mp-571341	6.752816431	43.33333333
mp-226	5.639486489	19.33333333
mp-17887	5.959518377	13.6
mp-28914	5.825426118	36.33333333
mp-723378	5.133538908	6.75
mp-29746	6.10720997	30.33333333
mp-20066	5.877371346	7.333333333
mp-24523	4.612783857	6.666666667
mp-2589	6.674861141	9.333333333
mp-28730	6.639486489	31
mp-4604	6.352182518	6
mp-4396	6.049218023	13.11111111
mp-569814	5.511883361	32.4
mp-651768	4.962369336	17.9
mp-24006	5.164352856	7.037037037
mp-28585	5.651278014	27.8
mp-23266	5.871572936	48.8
mp-746702	5.499687083	6.1875
mp-707854	4.695481676	6.5625
mp-554219	5.926342447	24.61538462
mp-567841	7.100370545	8.4
mp-2514	6.552668216	13.2
mp-18337	6.64246452	5.2
mp-1559	5.633468456	10
mp-3887	6.432969291	9
mp-766506	6.394451681	11.66666667
mp-1767	6.017033339	32.4
mp-812	6.008600172	31.6
mp-679	6.012837225	32
mp-2345	6.004321374	31.2
mp-752450	5.941014244	52
mp-2652	6.029383778	20.4
mp-18352	5.692846919	24.33333333
mp-16705	5.778874472	28.4
mp-3414	5.658964843	19
mp-18529	6.495544338	37.2
mp-3538	6.267171728	34
mp-216	6.330413773	13.2
mp-504886	6.181843588	30.4
mp-541473	5.728353782	13.44444444
mp-653631	6.719331287	14.75
mp-579224	6.06069784	15.69230769
mp-29104	6.209515015	14.61538462
mp-775393	5.725911632	13.78571429
mp-775326	5.618048097	11.71428571
mp-649470	5.28780173	11.12195122
mp-530571	5.307496038	17.2
mp-27192	4.567026366	13.5
mp-16107	6.378397901	13.9
mp-14565	6.401400541	11.2
mp-27272	5.758154622	33.42857143
mp-571653	6.920123326	6.571428571
mp-570744	7.158362492	24.85714286
mp-557466	6.596597096	27.5
mp-571436	6.240549248	52.4
mp-605824	5.731588765	28.66666667
mp-4043	7.117271296	33
mp-10748	7.08278537	28
mp-5621	7.06069784	24
mp-28040	6.757396029	5.142857143
mp-546202	6.403120521	5.555555556
mp-5245	6.599883072	11.2
mp-18939	6.075546961	8.6
mp-13590	6.387389826	6
mp-1479	7.371067862	10
mp-19886	7.136720567	72.66666667
mp-10623	7.305351369	62
mp-631519	7.225309282	30
mp-2172	7.086359831	23
mp-1550	7.025305865	14
mp-505297	6.846955325	45.33333333
mp-422	6.992995098	10
mp-15988	7.595496222	21.5
mp-30847	6.836956737	50
mp-37906	6.342422681	7.333333333
mp-830	6.269512944	19
mp-22925	6.383815366	50
mp-13032	6.278753601	14
mp-2176	6.260071388	41
mp-22913	6.130333768	32
mp-558992	5.311753861	30.35294118
mp-545756	5.23299611	13
mp-20351	6.041392685	32
mp-7811	6.324282455	14.33333333
mp-4964	6.457881897	56
mp-3307	6.276461804	17.33333333
mp-550759	6.004321374	14.33333333
mp-37990	3.977266212	10
mp-551758	6.152288344	16
mp-866690	6.892651034	21.87301587
mp-37381	6.432969291	26.33333333
mp-35208	6.352182518	25.66666667
mp-36033	6.309630167	25.33333333
mp-39288	6.816903839	21.4
mp-40251	6.936010796	24.6
mp-17862	6.770115295	27.92857143
mp-18062	7.068185862	33.91304348
mp-569571	6.423245874	48.5
mp-10644	7.064457989	56.5
mp-779453	5.201397124	14
mp-9203	5.418301291	16.60869565
mp-9392	5.558708571	16.43478261
mp-8877	4.557507202	14.86956522
mp-8876	4.303196057	11.73913043
mp-557537	6.550228353	13.13043478
mp-19145	6.029383778	13.33333333
mp-19259	6.348304863	16
mp-9816	5.888740961	13.6
mp-756935	6.245512668	12
mp-27914	5.460897843	20
mp-5513	6.812913357	41.25
mp-768450	6.418301291	27.9
mp-572601	6.301029996	14.13333333
mp-1217	6.877946952	16.5
mp-17167	5.7084209	17.13043478
mp-23651	4.630427875	14.26086957
mp-23648	5.190331698	8.956521739
mp-556649	5.071882007	12.08695652
mp-694981	5.514547753	8.518518519
mp-554203	5.190331698	11.30434783
mp-554560	5.356025857	8.695652174
mp-23659	5.086359831	13.47826087
mp-23147	4.824125834	11.13043478
mp-23145	5.515873844	10.34782609
mp-568847	5.086359831	27.11111111
mp-556627	5.025305865	19.11111111
mp-14213	6.895974732	27.11111111
mp-4198	6.630427875	23.5
mp-15501	6.53529412	34
mp-1273	6.096910013	43.5
mp-14215	6.91750551	35.11111111
mp-571056	6.451786436	52.5
mp-14002	6.974050903	43.11111111
mp-667320	6.056904851	20.4
mp-4825	6.69019608	6
mp-554791	5.968949681	15.2
mp-5515	6.419955748	6.166666667
mp-29688	5.06069784	21.09090909
mp-11660	6.761175813	34.85714286
mp-571281	6.10720997	17.71428571
mp-560328	5.905256049	28.21052632
mp-23560	6.56937391	27.57894737
mp-5207	5.694605199	10.61538462
mp-19390	6.665580991	24.5
mp-935811	6.648360011	16.8
mp-4170	6.689308859	21.6
mp-1933	7.123851641	23.5
mp-30373	7.361727836	58
mp-614013	7.862727528	52.8
mp-2667	7.33243846	67
mp-22875	6.919078092	58
mp-23167	6.951337519	49
mp-571458	6.780317312	45.6
mp-22535	6.45484486	35.6
mp-21043	7.326335861	29.2
mp-10653	7.322219295	45
mp-9200	6.371067862	28.8
mp-23037	6.91750551	37.6
mp-865218	6.73239376	23.2
mp-27294	7.136720567	28.28571429
mp-28593	6.648360011	10.4
mp-542112	6.618048097	16.8
mp-644203	6.748962861	15.6
mp-23949	6.383815366	12
mp-4405	6.942999593	39.6
mp-11824	7.130333768	16.4
mp-558189	6.526339277	42
mp-7986	6.079181246	18.8
mp-30056	6.29666519	36
mp-10250	6.274157849	17.2
mp-23302	6.471291711	45
mp-568005	6.235528447	46
mp-5304	6.617000341	18.8
mp-22865	6	36
mp-23737	6.693726949	6.8
mp-7482	6.579783597	28.8
mp-23289	6.390935107	18
mp-14099	6.462397998	20.8
mp-5878	6.517195898	15.2
mp-8399	6.555094449	26
mp-28166	6.243038049	20
mp-6951	6.56937391	22.4
mp-7104	5.809559715	20.4
mp-8402	6.008600172	15.2
mp-6952	6.1430148	26.8
mp-8454	6.041392685	14
mp-3654	5.928395852	16.8
mp-560399	6.127104798	10
mp-8039	6.209515015	10
mp-4950	5.971739591	13.2
mp-10694	6.571708832	12
mp-570290	7.271841607	31.4
mp-556242	6.285557309	16.5
mp-865120	7.10720997	25.2
mp-5663	7.307496038	27.6
mp-558206	6.797267541	24.95
mp-557814	6.359835482	10
mp-8085	6.658964843	13.2
mp-21567	6.336459734	23.5
mp-561301	5.624282096	10
mp-21706	6.496929648	23.64285714
mp-861884	7.071882007	56
mp-866132	7.120573931	38.5
mp-19717	7.401400541	67
mp-2201	7.354108439	58
mp-38843	6.556302501	23.77777778
mp-2853	6.87909588	19
mp-865101	7.146128036	25
mp-286	6.995635195	52
mp-1958	7.021189299	45
mp-22919	7.025305865	50
mp-12637	6.69019608	26.1
mp-569639	7.071882007	49
mp-2074	7.419955748	15
mp-2758	6.912222057	36
mp-2530	6.925312091	19.33333333
mp-864755	7.193124598	49
mp-23301	6.586587305	27.5
mp-12641	6.721810615	26.8
mp-1500	6.930949031	36
mp-6653	6.721810615	26.9
mp-6613	6.626340367	27.2
mp-12644	6.733999287	27.2
mp-1330	6.797959644	10
mp-8289	6.80140371	19.25
mp-1342	6.850033258	32
mp-1794	6.912753304	6
mp-19996	7.012837225	26.5
mp-643002	6.307496038	11.77777778
mp-697030	6.045322979	8.222222222
mp-19400	7.096910013	22.6
mp-27833	6.440909082	35.11111111
