mpid,formula,m_n,m_p,e_hull,band_gap,formation,space_group,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,0-norm,2-norm,3-norm,5-norm,7-norm,10-norm,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,frac s valence electrons,frac p valence electrons,frac d valence electrons,frac f valence electrons,compound possible,max ionic char,avg ionic char,band center,H,He,Li,Be,B,C,N,O,F,Ne,Na,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Kr,Rb,Sr,Y,Zr,Nb,Mo,Tc,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,Xe,Cs,Ba,La,Ce,Pr,Nd,Pm,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi,Po,At,Rn,Fr,Ra,Ac,Th,Pa,U,Np,Pu,Am,Cm,Bk,Cf,Es,Fm,Md,No,Lr,NComp,1,2,3,4
mp-1224708,Fe2Pb(SeO3)4,,,0,1.8645,-1.433985983,1,8,82,74,19.26315789,14.22714681,8,55,89,34,83.73684211,6.337950139,87,15.9994,207.2,191.2006,43.51172632,34.75241219,15.9994,54.8,1811,1756.2,360.8531579,386.5934626,54.8,8,16,8,15.05263158,1.595567867,16,2,6,4,2.842105263,1.063711911,2,66,146,80,88.52631579,28.45429363,66,1.83,3.44,1.61,3.024736842,0.524542936,3.44,2,2,0,2,0,2,0,4,4,3.473684211,0.886426593,4,0,10,10,3.263157895,4.121883657,0,0,14,14,0.736842105,1.396121884,0,6,28,22,9.473684211,4.698060942,6,0,0,0,0,0,0,0,4,4,1.894736842,0.398891967,2,0,4,4,0.421052632,0.753462604,0,0,0,0,0,0,0,2,4,2,2.315789474,0.531855956,2,9.105,28.11,19.005,13.81631579,6.600886427,9.105,0,0.799,0.799,0.168210526,0.265595568,0,0,2.1106628,2.1106628,0.222175032,0.397576372,0,12,229,217,46.47368421,57.21883657,12,4,0.676064873,0.640350329,0.632114608,0.631620519,0.631580018,2,3.473684211,3.263157895,0.736842105,0.211111111,0.366666667,0.344444444,0.077777778,TRUE,0.476922164,0.067568721,6.471646855,0,0,0,0,0,0,0,0.631578947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105263158,0,0,0,0,0,0,0,0.210526316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,150,82,8,37.5
mp-672258,CsHo2Cu3Se5,,,0,1.2914,-1.320056361,1,29,67,38,40.54545455,12.24793388,34,5,89,84,64.36363636,22.39669421,89,63.546,164.93032,101.38432,95.29128108,32.16222703,78.96,301.59,1747,1445.41,939.9,521.42,494,1,16,15,10.90909091,4.67768595,16,4,6,2,4.545454545,0.79338843,4,120,244,124,147.6363636,33.65289256,120,0.79,2.55,1.76,1.972727273,0.524793388,2.55,1,2,1,1.636363636,0.462809917,2,0,4,4,1.818181818,1.983471074,4,0,10,10,7.272727273,3.966942149,10,0,11,11,2,3.272727273,0,1,16,15,12.72727273,3.074380165,16,0,1,1,0.363636364,0.462809917,0,0,2,2,0.909090909,0.991735537,2,0,0,0,0,0,0,0,3,3,0.545454545,0.892561983,0,1,3,2,1.818181818,0.595041322,2,11.07,115.765,104.695,30.91287879,15.4276584,25.92,0,0.799,0.799,0.363181818,0.396198347,0.799,0,0,0,0,0,0,14,229,215,123.8181818,99.83471074,14,4,0.567727091,0.49455653,0.462305054,0.456446424,0.454824301,1.636363636,1.818181818,7.272727273,2,0.128571429,0.142857143,0.571428571,0.157142857,FALSE,0.539019714,0.076501236,4.48622256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272727273,0,0,0,0,0.454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0.181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,185,67,29,46.25
mp-1222696,Li5Mn5(SeO3)8,,,0,0.8682,-1.7384175,1,3,34,31,14.38095238,10.00226757,8,1,89,88,72.97619048,22.13151927,87,6.941,78.96,72.019,31.54906726,23.63011193,15.9994,54.8,1519,1464.2,360.2535714,349.0897959,54.8,1,16,15,13.14285714,4.353741497,16,2,4,2,2.619047619,0.854875283,2,66,139,73,92.35714286,30.12244898,66,0.98,3.44,2.46,2.752619048,0.785578231,3.44,1,2,1,1.880952381,0.209750567,2,0,4,4,3.047619048,1.451247166,4,0,10,10,2.5,3.452380952,0,0,0,0,0,0,0,1,16,15,7.428571429,3.265306122,6,0,1,1,0.119047619,0.209750567,0,0,2,2,1.523809524,0.725623583,2,0,5,5,0.595238095,1.048752834,0,0,0,0,0,0,0,1,5,4,2.238095238,0.657596372,2,9.105,25.92,16.815,13.36391899,5.552177131,9.105,0,0.799,0.799,0.152190476,0.246403628,0,0,0.000310121,0.000310121,3.69E-05,6.50E-05,0,12,229,217,62.61904762,76.37188209,12,4,0.625425026,0.581740696,0.571987493,0.57146867,0.571429557,1.880952381,3.047619048,2.5,0,0.253205128,0.41025641,0.336538462,0,TRUE,0.779729733,0.129325283,5.926098094,0,0,0.119047619,0,0,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119047619,0,0,0,0,0,0,0,0,0.19047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,70,34,3,17.5
mp-720110,KRe3Os3(Se4Cl3)2,,,0,1.3025,-0.995741801,1,17,76,59,40.28571429,20.12244898,34,3,94,91,76.76190476,19.17460317,89,35.453,190.23,154.777,95.84796667,52.7831619,78.96,171.6,3459,3287.4,1219.672857,1235.901224,494,1,17,16,13.14285714,4.380952381,16,3,6,3,4.285714286,0.979591837,4,102,203,101,126.6666667,19.17460317,120,0.82,3.16,2.34,2.499047619,0.416507937,2.55,1,2,1,1.952380952,0.090702948,2,0,5,5,2.952380952,1.968253968,4,0,10,10,5.380952381,3.696145125,10,0,14,14,4,5.714285714,0,1,22,21,14.28571429,5.428571429,16,0,1,1,0.047619048,0.090702948,0,0,2,2,1.047619048,0.725623583,2,0,5,5,1.285714286,1.836734694,0,0,0,0,0,0,0,1,5,4,2.380952381,1.210884354,2,14.09,73.10666667,59.01666667,24.46126984,5.765011338,25.92,0,2.493,2.493,1.016666667,0.843619048,0.799,0,0,0,0,0,0,14,229,215,89.95238095,72.6984127,14,5,0.519462482,0.438902404,0.398476878,0.387934493,0.383049145,1.952380952,2.952380952,5.380952381,4,0.136666667,0.206666667,0.376666667,0.28,FALSE,0.745613369,0.062988063,5.740306913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286,0,0.047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.380952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,221,76,17,44.2
mp-675310,Na3(VSe2)5,,,0,0.1373,-1.080705707,1,11,34,23,27.11111111,7.654320988,34,2,89,87,62.55555556,29.38271605,89,22.98976928,78.96,55.97023072,61.84871155,19.01254273,78.96,370.87,2183,1812.13,942.645,689.0861111,494,1,16,15,10.44444444,6.172839506,16,3,4,1,3.833333333,0.277777778,4,120,166,46,136.8333333,18.7037037,120,0.93,2.55,1.62,2.024444444,0.583950617,2.55,1,2,1,1.833333333,0.277777778,2,0,4,4,2.222222222,1.975308642,4,0,10,10,6.388888889,4.012345679,10,0,0,0,0,0,0,1,16,15,10.44444444,6.172839506,16,0,1,1,0.166666667,0.277777778,0,0,2,2,1.111111111,0.987654321,2,0,7,7,1.944444444,2.808641975,0,0,0,0,0,0,0,1,7,6,3.222222222,2.098765432,2,13.01,29.24333333,16.23333333,22.88777778,5.487654321,25.92,0,0.799,0.799,0.443888889,0.394567901,0.799,0,0,0,0,0,0,14,229,215,109.5555556,106.1728395,14,3,0.64310205,0.582386976,0.559248358,0.556190769,0.555610113,1.833333333,2.222222222,6.388888889,0,0.175531915,0.212765957,0.611702128,0,FALSE,0.48112901,0.079317482,4.561114691,0,0,0,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0.277777778,0,0,0,0,0,0,0,0,0,0,0.555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,68,34,11,22.66666667
mp-32633,Dy6Se11,,,0,0.5317,-1.930073411,1,34,66,32,45.29411765,14.61591696,34,31,89,58,68.52941176,26.49134948,89,78.96,162.5,83.54,108.4447059,38.1566782,78.96,494,1685,1191,914.3529412,543.9861592,494,3,16,13,11.41176471,5.937716263,16,4,6,2,4.705882353,0.91349481,4,120,192,72,145.4117647,32.88581315,120,1.22,2.55,1.33,2.080588235,0.607474048,2.55,2,2,0,2,0,2,0,4,4,2.588235294,1.826989619,4,0,10,10,6.470588235,4.567474048,10,0,10,10,3.529411765,4.567474048,0,12,16,4,14.58823529,1.826989619,16,0,0,0,0,0,0,0,2,2,1.294117647,0.91349481,2,0,0,0,0,0,0,0,4,4,1.411764706,1.826989619,0,2,4,2,2.705882353,0.91349481,2,25.92,31.24,5.32,27.79764706,2.429896194,25.92,0,0.799,0.799,0.517,0.364941176,0.799,0,0,0,0,0,0,14,194,180,77.52941176,82.21453287,14,2,0.737056711,0.680322002,0.653189898,0.648378591,0.64720951,2,2.588235294,6.470588235,3.529411765,0.137096774,0.177419355,0.443548387,0.241935484,TRUE,0.357394967,0.081619612,4.762468508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.647058824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.352941176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,100,66,34,50
mp-721239,Li10Ge(PSe6)2,,,0,1.3131,-1.049683512,1,3,34,31,20,14.4,34,1,89,88,52.92,41.536,89,6.941,78.96,72.019,46.06070096,33.709671,78.96,317.3,1211.4,894.1,492.436,59.01856,494,1,16,15,9.84,7.072,16,2,4,2,3.12,0.9152,4,107,128,21,122.16,4.672,120,0.98,2.55,1.57,1.8716,0.71328,2.55,1,2,1,1.6,0.48,2,0,4,4,2.24,1.8112,4,0,10,10,5.2,4.992,10,0,0,0,0,0,0,1,16,15,9.04,7.0784,16,0,1,1,0.4,0.48,0,0,4,4,1.36,1.088,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,1.76,0.608,2,16.59333333,25.92,9.326666667,21.80475238,4.169135238,25.92,0,1.625,1.625,0.52884,0.4347392,0.799,0,0,0,0,0,0,2,229,227,107.48,106.6176,14,4,0.631189354,0.559523404,0.513560333,0.49717879,0.487240486,1.6,2.24,5.2,0,0.17699115,0.247787611,0.575221239,0,TRUE,0.460020984,0.104459876,4.436296465,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,84,34,3,21
mp-721253,Li10Si(PSe6)2,,,0,1.4633,-1.074566643,1,3,34,31,19.28,14.1312,34,1,89,88,52.88,41.504,89,6.941,78.96,72.019,44.27852096,33.29421988,78.96,317.3,1687,1369.7,511.46,94.0432,494,1,16,15,9.84,7.072,16,2,4,2,3.08,0.8832,4,107,128,21,121.8,4.96,120,0.98,2.55,1.57,1.8672,0.70976,2.55,1,2,1,1.6,0.48,2,0,4,4,2.24,1.8112,4,0,10,10,4.8,4.992,10,0,0,0,0,0,0,1,16,15,8.64,7.0656,16,0,1,1,0.4,0.48,0,0,4,4,1.36,1.088,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,1.76,0.608,2,16.59333333,25.92,9.326666667,21.70215238,4.188027429,25.92,0,1.625,1.625,0.54444,0.435552,0.799,0,0,0,0,0,0,2,229,227,107.56,106.7072,14,4,0.631189354,0.559523404,0.513560333,0.49717879,0.487240486,1.6,2.24,4.8,0,0.185185185,0.259259259,0.555555556,0,TRUE,0.460020984,0.104399248,4.444008961,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0.04,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,66,34,3,16.5
mp-1225982,CsGa5(HgSe3)4,,,0,0.8075,-0.799704149,1,31,80,49,42.63636364,14.7107438,34,5,89,84,78.5,11.45454545,89,69.723,200.59,130.867,101.4272933,38.92081687,78.96,234.32,494,259.68,394.61,108.4254545,494,1,16,15,13.90909091,2.280991736,16,4,6,2,4.454545455,0.702479339,4,120,244,124,128.2727273,11.87603306,120,0.79,2.55,1.76,2.201818182,0.379834711,2.55,1,2,1,1.954545455,0.08677686,2,0,4,4,2.409090909,1.73553719,4,0,10,10,9.545454545,0.867768595,10,0,14,14,2.545454545,4.165289256,0,1,26,25,16.45454545,3.47107438,16,0,1,1,0.045454545,0.08677686,0,0,5,5,2.227272727,1.260330579,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2.272727273,1.239669421,2,18.8575,115.765,96.9075,28.27467476,7.95366593,25.92,0,0.799,0.799,0.435818182,0.396198347,0.799,0,0,0,0,0,0,14,229,215,62.77272727,53.20661157,14,4,0.61991735,0.564755133,0.547261937,0.545659841,0.545464071,1.954545455,2.409090909,9.545454545,2.545454545,0.11878453,0.14640884,0.580110497,0.154696133,TRUE,0.539019714,0.041718597,4.776034749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227272727,0,0,0.545454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,200,80,31,50
mp-721252,Li10Sn(PSe6)2,,,0,1.3659,-1.053918454,1,3,50,47,20.72,15.0912,34,1,89,88,52.96,41.568,89,6.941,118.71,111.769,47.90350096,35.478759,78.96,317.3,505.08,187.78,464.1832,31.895872,494,1,16,15,9.84,7.072,16,2,5,3,3.16,0.9536,4,107,139,32,122.92,5.3504,120,0.98,2.55,1.57,1.8696,0.71168,2.55,1,2,1,1.6,0.48,2,0,4,4,2.24,1.8112,4,0,10,10,5.2,4.992,10,0,0,0,0,0,0,1,16,15,9.04,7.0784,16,0,1,1,0.4,0.48,0,0,4,4,1.36,1.088,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,1.76,0.608,2,16.59333333,33.285,16.69166667,22.21595238,4.498095238,25.92,0,1.625,1.625,0.51352,0.4518976,0.799,0,0,0,0,0,0,2,229,227,104.12,102.8544,14,4,0.631189354,0.559523404,0.513560333,0.49717879,0.487240486,1.6,2.24,5.2,0,0.17699115,0.247787611,0.575221239,0,TRUE,0.460020984,0.104414209,4.422695119,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,102,50,3,25.5
mp-673706,Li7(Mo3Se4)4,,,0,0,-0.87501907,1,3,42,39,30.54285714,11.01714286,34,1,89,88,58.02857143,28.31673469,89,6.941,95.96,89.019,70.38477143,25.37750857,78.96,453.69,2896,2442.31,1309.480857,1087.898841,494,1,16,15,9.571428571,5.87755102,16,2,5,3,3.942857143,0.777142857,4,120,154,34,133.2571429,14.22367347,120,0.98,2.55,1.57,2.102285714,0.448914286,2.55,1,2,1,1.457142857,0.496326531,2,0,4,4,1.828571429,1.985306122,4,0,10,10,6.285714286,3.395918367,10,0,0,0,0,0,0,1,16,15,9.571428571,5.87755102,16,0,1,1,0.542857143,0.496326531,0,0,2,2,0.914285714,0.992653061,2,0,5,5,1.714285714,2.253061224,0,0,0,0,0,0,0,1,6,5,3.171428571,1.939591837,2,15.69,25.92,10.23,20.5472381,4.912239456,25.92,0,0.799,0.799,0.365257143,0.396564898,0.799,0,0,0,0,0,0,14,229,215,130.7142857,106.7102041,14,3,0.605417717,0.523950113,0.4782613,0.465578867,0.459665367,1.457142857,1.828571429,6.285714286,0,0.152238806,0.191044776,0.656716418,0,FALSE,0.460020984,0.068065071,4.476039154,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.457142857,0,0,0,0,0,0,0,0.342857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,79,42,3,26.33333333
mp-680260,Ti45Se16,,,0,0,-0.77901078,1,22,34,12,25.14754098,4.643912927,22,43,89,46,55.06557377,17.80166622,43,47.867,78.96,31.093,56.02254098,12.03276539,47.867,494,1941,1447,1561.459016,559.9785004,1941,4,16,12,7.147540984,4.643912927,4,4,4,0,4,0,4,120,160,40,149.5081967,15.47970976,160,1.54,2.55,1.01,1.804918033,0.390862671,1.54,2,2,0,2,0,2,0,4,4,1.049180328,1.547970976,0,2,10,8,4.098360656,3.095941951,2,0,0,0,0,0,0,4,16,12,7.147540984,4.643912927,4,0,0,0,0,0,0,0,2,2,0.524590164,0.773985488,0,0,8,8,5.901639344,3.095941951,8,0,0,0,0,0,0,2,8,6,6.426229508,2.321956463,8,16.69,25.92,9.23,19.11098361,3.571943026,16.69,0,0.799,0.799,0.20957377,0.309207202,0,0,2.25E-05,2.25E-05,1.66E-05,8.72E-06,2.25E-05,14,194,180,146.7868852,69.6586939,194,2,0.782947799,0.748596417,0.738541416,0.737780602,0.7377073,2,1.049180328,4.098360656,0,0.279816514,0.146788991,0.573394495,0,FALSE,0.225102875,0.04355659,3.972158846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.737704918,0,0,0,0,0,0,0,0,0,0,0,0.262295082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,56,34,22,28
mp-32873,Hf23Se25,,,0,0,-1.32180748,1,34,72,38,52.20833333,18.96701389,34,45,89,44,67.91666667,21.96180556,89,78.96,178.49,99.53,126.6514583,49.67860243,78.96,494,2506,2012,1458.083333,1004.253472,494,4,16,12,10.25,5.989583333,16,4,6,2,4.958333333,0.998263889,4,120,175,55,146.3541667,27.45225694,120,1.3,2.55,1.25,1.951041667,0.623914931,2.55,2,2,0,2,0,2,0,4,4,2.083333333,1.996527778,4,2,10,8,6.166666667,3.993055556,10,0,14,14,6.708333333,6.987847222,0,16,18,2,16.95833333,0.998263889,16,0,0,0,0,0,0,0,2,2,1.041666667,0.998263889,2,0,8,8,3.833333333,3.993055556,0,0,0,0,0,0,0,2,8,6,4.875,2.994791667,2,22.2,25.92,3.72,24.1375,1.856770833,25.92,0,0.799,0.799,0.416145833,0.398806424,0.799,0,0,0,0,0,0,14,194,180,100.25,89.84375,14,2,0.707720323,0.631052313,0.576331446,0.554884123,0.5399648,2,2.083333333,6.166666667,6.708333333,0.117936118,0.122850123,0.363636364,0.395577396,FALSE,0.323366154,0.080701189,4.533499457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.520833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.479166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,106,72,34,53
mp-1224120,La12Mn3(AlSe7)4,,,0,0.0635,-1.8493983,1,13,57,44,37.5106383,9.952014486,34,13,89,76,65.87234043,28.769579,89,26.9815386,138.90547,111.9239314,88.30821126,25.83689808,78.96,494,1519,1025,775.2953191,335.1603803,494,3,16,13,11.85106383,5.138976913,16,3,6,3,4.425531915,0.803983703,4,120,207,87,143.5106383,32.42009959,120,1.1,2.55,1.45,2.035957447,0.612476234,2.55,2,2,0,2,0,2,0,4,4,2.468085106,1.825260299,4,0,10,10,6.531914894,4.13218651,10,0,0,0,0,0,0,3,16,13,11,5.957446809,16,0,0,0,0,0,0,0,5,5,1.617021277,1.03214124,2,0,9,9,2.617021277,3.56360344,0,0,0,0,0,0,0,2,9,7,4.234042553,2.661837936,2,10.48758621,36.8975,26.40991379,26.93431401,5.087584334,25.92,0,0.799,0.799,0.476,0.384851064,0.799,0,0.000310121,0.000310121,1.98E-05,3.71E-05,0,14,225,211,90.87234043,91.59257583,14,4,0.656823363,0.611764999,0.597466161,0.595970549,0.595757133,2,2.468085106,6.531914894,0,0.181818182,0.224371373,0.593810445,0,TRUE,0.408814242,0.082820683,4.585676519,0,0,0,0,0,0,0,0,0,0,0,0,0.085106383,0,0,0,0,0,0,0,0,0,0,0,0.063829787,0,0,0,0,0,0,0,0,0.595744681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255319149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,129,57,13,32.25
