mpid,log(PF_n*10^7),maximum NdUnfilled
mp-13948,6.944482672,8
mp-754409,6.944482672,0
mp-765476,6.943988875,9
mp-626735,6.943988875,0
mp-768867,6.943988875,0
mp-772726,6.943988875,0
mp-23093,6.943988875,0
mp-27358,6.943988875,0
mp-697339,6.943988875,0
mp-770464,6.943988875,9
mp-560431,6.943988875,0
mp-4051,6.943988875,0
mp-634812,6.943988875,0
mp-571156,6.943988875,0
mp-24157,6.943988875,0
mp-559210,6.943988875,0
mp-5884,6.943988875,0
mp-4122,6.943988875,0
mp-17708,6.943988875,0
mp-2652,6.943988875,9
mp-682,6.943988875,0
mp-24712,6.943494516,0
mp-707392,6.943494516,0
mp-760697,6.943494516,0
mp-558805,6.943494516,0
mp-667292,6.943494516,0
mp-850516,6.943494516,0
mp-759665,6.943494516,0
mp-778019,6.943494516,0
mp-17891,6.943494516,9
mp-4223,6.943494516,0
mp-686571,6.943494516,0
mp-754960,6.943494516,0
mp-558087,6.942999593,0
mp-29364,6.942999593,0
mp-17722,6.942999593,7
mp-770128,6.942999593,8
mp-28196,6.942999593,0
mp-510273,6.942999593,0
mp-699266,6.942999593,0
mp-706912,6.942999593,0
mp-721161,6.942999593,0
mp-24610,6.942999593,0
mp-693620,6.942999593,0
mp-696701,6.942999593,0
mp-28018,6.942999593,0
mp-16597,6.942999593,0
mp-556537,6.942999593,0
mp-558279,6.942504106,0
mp-676467,6.942504106,0
mp-720245,6.942504106,0
mp-756273,6.942504106,9
mp-773016,6.942504106,9
mp-9066,6.942504106,0
mp-667373,6.942504106,0
mp-770950,6.942504106,9
mp-557723,6.942504106,0
mp-16596,6.942504106,0
mp-14026,6.942504106,7
mp-753979,6.942008053,0
mp-626448,6.942008053,0
mp-625409,6.942008053,0
mp-2309,6.942008053,0
mp-21497,6.942008053,0
mp-504751,6.942008053,0
mp-12372,6.942008053,0
mp-772744,6.942008053,0
mp-866612,6.942008053,0
mp-866829,6.942008053,0
mp-24468,6.942008053,0
mp-695948,6.942008053,0
mp-17056,6.942008053,0
mp-755565,6.942008053,0
mp-554498,6.942008053,0
mp-4964,6.942008053,9
mp-759720,6.941511433,0
mp-752561,6.941511433,0
mp-554508,6.941511433,9
mp-690708,6.941511433,0
mp-29521,6.941511433,0
mp-22694,6.941511433,0
mp-18099,6.941511433,0
mp-558938,6.941511433,0
mp-559062,6.941511433,0
mp-3457,6.941511433,0
mp-569491,6.941511433,9
mp-675010,6.941511433,0
mp-14232,6.941511433,0
mp-760418,6.941511433,0
mp-8414,6.941511433,8
mp-779539,6.941014244,0
mp-849391,6.941014244,0
mp-551267,6.941014244,0
mp-757144,6.941014244,0
mp-6929,6.941014244,0
mp-10814,6.941014244,0
mp-6500,6.941014244,9
mp-652366,6.941014244,5
mp-554359,6.941014244,0
mp-5012,6.941014244,0
mp-752676,6.941014244,8
mp-4117,6.941014244,0
mp-17434,6.941014244,0
mp-28679,6.941014244,0
mp-757747,6.941014244,0
mp-559871,6.941014244,0
mp-3273,6.941014244,0
mp-698475,6.941014244,0
mp-755949,6.941014244,0
mp-23657,6.941014244,0
mp-625501,6.940516485,0
mp-559537,6.940516485,0
mp-560235,6.940516485,0
mp-755821,6.940516485,0
mp-31508,6.940516485,0
mp-6499,6.940516485,0
mp-707339,6.940516485,0
mp-752930,6.940516485,0
mp-561549,6.940516485,0
mp-557463,6.940516485,9
mp-569427,6.940516485,0
mp-6441,6.940516485,0
mp-23996,6.940516485,0
mp-675406,6.940516485,0
mp-23860,6.940516485,0
mp-17939,6.940516485,0
mp-24074,6.940516485,0
mp-10748,6.940516485,7
mp-865095,6.940516485,0
mp-686697,6.940018155,8
mp-758225,6.940018155,0
mp-696347,6.940018155,0
mp-557952,6.940018155,0
mp-601348,6.940018155,9
mp-762304,6.940018155,0
mp-17439,6.940018155,0
mp-707900,6.940018155,0
mp-22170,6.940018155,0
mp-752851,6.940018155,0
mp-4511,6.940018155,9
mp-11166,6.940018155,0
mp-24121,6.940018155,0
mp-643,6.940018155,8
mp-720825,6.939519253,0
mp-9427,6.939519253,9
mp-752393,6.939519253,0
mp-19931,6.939519253,0
mp-559313,6.939519253,0
mp-645124,6.939519253,6
mp-558298,6.939519253,0
mp-27896,6.939019776,0
mp-24391,6.939019776,0
mp-753515,6.939019776,0
mp-5652,6.939019776,9
mp-559103,6.939019776,9
mp-5455,6.939019776,8
mp-707081,6.939019776,0
mp-559934,6.939019776,0
mp-31043,6.939019776,0
mp-31212,6.939019776,0
mp-561424,6.938519725,0
mp-11008,6.938519725,0
mp-30537,6.938519725,0
mp-9720,6.938519725,0
mp-625924,6.938519725,0
mp-734150,6.938519725,9
mp-542567,6.938519725,0
mp-768222,6.938519725,9
mp-19420,6.938519725,6
mp-760415,6.938519725,0
mp-759069,6.938519725,0
mp-7323,6.938519725,0
mp-23392,6.938519725,0
mp-864666,6.938519725,0
mp-34284,6.938519725,0
mp-554479,6.938519725,0
mp-646297,6.938519725,0
mp-752452,6.938019097,0
mp-556039,6.938019097,9
mp-722262,6.938019097,0
mp-505077,6.938019097,0
mp-675424,6.938019097,0
mp-7848,6.938019097,0
mp-17895,6.938019097,0
mp-695056,6.938019097,8
mp-2741,6.938019097,0
mp-721067,6.937517892,0
mp-707571,6.937517892,0
mp-6643,6.937517892,0
mp-3307,6.937517892,0
mp-4950,6.937517892,0
mp-730154,6.937016107,0
mp-707732,6.937016107,0
mp-757791,6.937016107,9
mp-555104,6.937016107,0
mp-643277,6.937016107,0
mp-709350,6.937016107,0
mp-570848,6.937016107,0
mp-558198,6.937016107,0
mp-10070,6.937016107,0
mp-558628,6.937016107,0
mp-561076,6.937016107,9
mp-541522,6.937016107,0
mp-568536,6.937016107,0
mp-767417,6.936513742,0
mp-770408,6.936513742,8
mp-769344,6.936513742,7
mp-768736,6.936513742,0
mp-17661,6.936513742,0
mp-756798,6.936513742,0
mp-771049,6.936513742,3
mp-558713,6.936513742,0
mp-6326,6.936513742,0
mp-683953,6.936513742,0
mp-765639,6.936010796,9
mp-774702,6.936010796,0
mp-6726,6.936010796,0
mp-558480,6.936010796,0
mp-572598,6.936010796,0
mp-752728,6.936010796,0
mp-644271,6.936010796,0
mp-3032,6.936010796,0
mp-13981,6.936010796,0
mp-767403,6.936010796,0
mp-699473,6.936010796,0
mp-546707,6.936010796,0
mp-755243,6.936010796,0
mp-14322,6.936010796,0
mp-542832,6.936010796,9
mp-863062,6.936010796,0
mp-559145,6.936010796,0
mp-3919,6.936010796,0
mp-625397,6.936010796,0
mp-756912,6.935507266,0
mp-23723,6.935507266,0
mp-781555,6.935507266,0
mp-14704,6.935507266,9
mp-541415,6.935507266,0
mp-703343,6.935507266,0
mp-722348,6.935507266,0
mp-4871,6.935507266,0
mp-639506,6.935507266,0
mp-7324,6.935507266,0
mp-16585,6.935507266,0
mp-555692,6.935507266,0
mp-5104,6.935507266,0
mp-778079,6.935507266,9
mp-18352,6.935507266,8
mp-27063,6.935003151,0
mp-560176,6.935003151,0
mp-23569,6.935003151,0
mp-773079,6.935003151,0
mp-621924,6.935003151,0
mp-13755,6.935003151,0
mp-698084,6.935003151,0
mp-5448,6.935003151,0
mp-3297,6.935003151,0
mp-3642,6.935003151,9
mp-16705,6.935003151,0
mp-19145,6.935003151,6
mp-776561,6.934498451,0
mp-740710,6.934498451,0
mp-866613,6.934498451,0
mp-31373,6.934498451,0
mp-770773,6.934498451,0
mp-555082,6.934498451,0
mp-23373,6.934498451,0
mp-570875,6.934498451,4
mp-32891,6.934498451,9
mp-9784,6.934498451,0
mp-5331,6.934498451,0
mp-4559,6.934498451,0
mp-560151,6.934498451,0
mp-558312,6.934498451,0
mp-677179,6.934498451,0
mp-612118,6.934498451,0
mp-26875,6.933993164,0
mp-12237,6.933993164,0
mp-556892,6.933993164,0
mp-18742,6.933993164,6
mp-23662,6.933993164,0
mp-754377,6.933993164,8
mp-12240,6.933993164,0
mp-673682,6.933993164,0
mp-697135,6.933993164,0
mp-554758,6.933993164,0
mp-561301,6.933993164,0
mp-550925,6.933487288,9
mp-6318,6.933487288,0
mp-697657,6.933487288,0
mp-850221,6.933487288,3
mp-23872,6.933487288,0
mp-703568,6.933487288,0
mp-18449,6.933487288,8
mp-27714,6.933487288,0
mp-8267,6.933487288,0
mp-8874,6.933487288,0
mp-37263,6.933487288,0
mp-756131,6.933487288,0
mp-5840,6.933487288,9
mp-3955,6.933487288,0
mp-557009,6.933487288,0
mp-554889,6.933487288,0
mp-759095,6.932980822,0
mp-556985,6.932980822,0
mp-778772,6.932980822,0
mp-6632,6.932980822,0
mp-756876,6.932980822,0
mp-757430,6.932980822,0
mp-556328,6.932980822,0
mp-722315,6.932980822,0
mp-684609,6.932980822,0
mp-865605,6.932980822,9
mp-10694,6.932980822,9
mp-626165,6.932473765,0
mp-540731,6.932473765,0
mp-699447,6.932473765,0
mp-625452,6.932473765,0
mp-684679,6.932473765,0
mp-29330,6.932473765,0
mp-626486,6.932473765,0
mp-649676,6.932473765,0
mp-561368,6.932473765,0
mp-540659,6.932473765,0
mp-12485,6.932473765,0
mp-24123,6.932473765,0
mp-3414,6.932473765,0
mp-558808,6.931966115,0
mp-684723,6.931966115,8
mp-772748,6.931966115,0
mp-550895,6.931966115,0
mp-677526,6.931966115,0
mp-29354,6.931966115,7
mp-5813,6.931966115,7
mp-6899,6.931966115,0
mp-768345,6.931966115,0
mp-554583,6.931966115,0
mp-555251,6.931966115,0
mp-557467,6.931966115,0
mp-706586,6.931966115,0
mp-559860,6.931966115,0
mp-14591,6.931966115,0
mp-532294,6.931966115,0
mp-530852,6.931966115,0
mp-13042,6.931966115,7
mp-37267,6.931966115,9
mp-23475,6.931966115,0
mp-706543,6.931457871,0
mp-767431,6.931457871,0
mp-767562,6.931457871,9
mp-5769,6.931457871,0
mp-558455,6.931457871,0
mp-690733,6.931457871,0
mp-30957,6.931457871,0
mp-6647,6.931457871,9
mp-17944,6.931457871,0
mp-582994,6.931457871,0
mp-552537,6.931457871,0
mp-693763,6.930949031,0
mp-29365,6.930949031,0
mp-34038,6.930949031,0
mp-770805,6.930949031,8
mp-560266,6.930949031,0
mp-754712,6.930949031,0
mp-4558,6.930949031,0
mp-766293,6.930949031,0
mp-770481,6.930949031,7
mp-866943,6.930949031,0
mp-557738,6.930949031,0
mp-31408,6.930949031,0
mp-706629,6.930949031,0
mp-554023,6.930949031,0
mp-37153,6.930949031,0
mp-13195,6.930439595,0
mp-769915,6.930439595,9
mp-754659,6.930439595,8
mp-18040,6.930439595,0
mp-720391,6.930439595,0
mp-29221,6.930439595,0
mp-34011,6.930439595,0
mp-27480,6.92992956,0
mp-644221,6.92992956,0
mp-554673,6.92992956,0
mp-720642,6.92992956,0
mp-557104,6.92992956,0
mp-756086,6.92992956,0
mp-5926,6.92992956,0
mp-625159,6.92992956,0
mp-667377,6.92992956,0
mp-18495,6.92992956,0
mp-760509,6.92992956,0
mp-7087,6.92992956,0
mp-6115,6.92992956,0
mp-866635,6.92992956,0
mp-646116,6.92992956,0
mp-6097,6.929418926,0
mp-720244,6.929418926,0
mp-768670,6.929418926,0
mp-767414,6.929418926,0
mp-3635,6.929418926,0
mp-768798,6.929418926,0
mp-10349,6.929418926,0
mp-541108,6.929418926,0
mp-3977,6.929418926,0
mp-768762,6.929418926,0
mp-7264,6.929418926,0
mp-560293,6.929418926,9
mp-761683,6.929418926,8
mp-771260,6.929418926,9
mp-673656,6.929418926,9
mp-22958,6.929418926,0
mp-28022,6.929418926,0
mp-29871,6.92890769,0
mp-24465,6.92890769,0
mp-780425,6.92890769,0
mp-3520,6.92890769,9
mp-626222,6.92890769,0
mp-761676,6.92890769,3
mp-13002,6.92890769,0
mp-550759,6.92890769,0
mp-625474,6.928395852,0
mp-772777,6.928395852,0
mp-560051,6.928395852,0
mp-722832,6.928395852,0
mp-754665,6.928395852,0
mp-505771,6.928395852,0
mp-779846,6.928395852,7
mp-653763,6.928395852,0
mp-722891,6.928395852,2
mp-30308,6.928395852,0
mp-547898,6.928395852,0
mp-12317,6.928395852,0
mp-6299,6.928395852,0
mp-24239,6.928395852,0
mp-16152,6.928395852,0
mp-696736,6.92788341,0
mp-720971,6.92788341,0
mp-721287,6.92788341,0
mp-625475,6.92788341,0
mp-561179,6.92788341,0
mp-768503,6.92788341,9
mp-772832,6.92788341,9
mp-767523,6.92788341,0
mp-15417,6.92788341,0
mp-4249,6.92788341,0
mp-27451,6.92788341,0
mp-766330,6.92788341,0
mp-8262,6.92788341,0
mp-7739,6.92788341,0
mp-636461,6.92788341,0
mp-625677,6.92788341,9
mp-558349,6.92788341,0
mp-27832,6.92788341,0
mp-560715,6.927370363,0
mp-696175,6.927370363,0
mp-768141,6.927370363,0
mp-733877,6.927370363,0
mp-24180,6.927370363,0
mp-776970,6.927370363,0
mp-3123,6.927370363,0
mp-30231,6.927370363,0
mp-752418,6.927370363,9
mp-770936,6.927370363,9
mp-686076,6.927370363,0
mp-29331,6.927370363,0
mp-22328,6.926856709,0
mp-698170,6.926856709,0
mp-27094,6.926856709,0
mp-707419,6.926856709,0
mp-23170,6.926856709,0
mp-17400,6.926856709,7
mp-20210,6.926856709,0
mp-554164,6.926856709,0
mp-560129,6.926856709,9
mp-675254,6.926856709,0
mp-24355,6.926856709,0
mp-720112,6.926342447,0
mp-626295,6.926342447,0
mp-781622,6.926342447,9
mp-24570,6.926342447,0
mp-29598,6.926342447,0
mp-570005,6.926342447,0
mp-555026,6.926342447,0
mp-569806,6.926342447,8
mp-27837,6.926342447,0
mp-8960,6.926342447,6
mp-865427,6.926342447,0
mp-756510,6.925827575,8
mp-24272,6.925827575,0
mp-14535,6.925827575,0
mp-767573,6.925827575,0
mp-30023,6.925827575,0
mp-740714,6.925827575,0
mp-756544,6.925827575,9
mp-28067,6.925827575,8
mp-600003,6.925827575,0
mp-758868,6.925827575,0
mp-14726,6.925312091,8
mp-677136,6.925312091,8
mp-556865,6.925312091,0
mp-558941,6.925312091,9
mp-651847,6.925312091,9
mp-705497,6.925312091,0
mp-605808,6.925312091,0
mp-562490,6.925312091,0
mp-778878,6.925312091,0
mp-849760,6.925312091,0
mp-696403,6.925312091,0
mp-758604,6.925312091,0
mp-600002,6.925312091,0
mp-554543,6.925312091,0
mp-639705,6.925312091,0
mp-756270,6.925312091,9
mp-2400,6.925312091,0
mp-768154,6.924795996,0
mp-767462,6.924795996,9
mp-30983,6.924795996,0
mp-9512,6.924795996,0
mp-16964,6.924795996,0
mp-14743,6.924795996,6
mp-28124,6.924795996,0
mp-14495,6.924795996,0
mp-9497,6.924795996,0
mp-23288,6.924279286,0
mp-542129,6.924279286,0
mp-757176,6.924279286,9
mp-768519,6.924279286,9
mp-707368,6.924279286,0
mp-18177,6.924279286,6
mp-4527,6.924279286,0
mp-31064,6.924279286,0
mp-13898,6.924279286,0
mp-675223,6.923761961,9
mp-23798,6.923761961,0
mp-695987,6.923761961,0
mp-622273,6.923761961,0
mp-706611,6.923761961,0
mp-778752,6.923761961,6
mp-558931,6.923761961,0
mp-758894,6.923244019,8
mp-779046,6.923244019,0
mp-706631,6.923244019,0
mp-705854,6.923244019,0
mp-626219,6.923244019,0
mp-555816,6.923244019,0
mp-29312,6.923244019,0
mp-28433,6.923244019,0
mp-570140,6.923244019,0
mp-556027,6.923244019,0
mp-18529,6.923244019,0
mp-34418,6.923244019,0
mp-21532,6.922725458,9
mp-569308,6.922725458,0
mp-756432,6.922725458,8
mp-778661,6.922725458,0
mp-705495,6.922725458,0
mp-752753,6.922725458,0
mp-706621,6.922725458,0
mp-30206,6.922725458,0
mp-557825,6.922725458,0
mp-9765,6.922725458,1
mp-657176,6.922206277,0
mp-17823,6.922206277,0
mp-849786,6.922206277,0
mp-696272,6.922206277,0
mp-3756,6.922206277,7
mp-755619,6.922206277,0
mp-3098,6.922206277,0
mp-6686,6.922206277,0
mp-6388,6.921686475,0
mp-721618,6.921686475,0
mp-759821,6.921686475,0
mp-34459,6.921686475,0
mp-28959,6.921686475,0
mp-29012,6.921686475,0
mp-555779,6.921686475,0
mp-6800,6.921686475,0
mp-754031,6.921686475,9
mp-20495,6.921686475,0
mp-568847,6.921686475,0
mp-696138,6.921166051,0
mp-554344,6.921166051,0
mp-677613,6.921166051,0
mp-865188,6.921166051,0
mp-675778,6.921166051,9
mp-30219,6.921166051,0
mp-757963,6.921166051,0
mp-755977,6.921166051,0
mp-720765,6.921166051,0
mp-604229,6.921166051,0
mp-6495,6.921166051,0
mp-571166,6.921166051,0
mp-556950,6.921166051,0
mp-23709,6.921166051,0
mp-567680,6.921166051,0
mp-556627,6.921166051,0
mp-729903,6.920645001,0
mp-685991,6.920645001,0
mp-694982,6.920645001,9
mp-559557,6.920645001,0
mp-703559,6.920645001,0
mp-561187,6.920645001,0
mp-6867,6.920645001,0
mp-754818,6.920645001,7
mp-721300,6.920123326,0
mp-23079,6.920123326,0
mp-721293,6.920123326,0
mp-625172,6.920123326,0
mp-28326,6.920123326,0
mp-557406,6.920123326,0
mp-555292,6.920123326,0
mp-637235,6.920123326,0
mp-6310,6.920123326,9
mp-554082,6.920123326,8
mp-31073,6.919601024,0
mp-720430,6.919601024,0
mp-553925,6.919601024,0
mp-542613,6.919601024,0
mp-770296,6.919601024,9
mp-3521,6.919601024,0
mp-3527,6.919601024,0
mp-780217,6.919601024,0
mp-600016,6.919601024,0
mp-775785,6.919078092,8
mp-24072,6.919078092,0
mp-4156,6.919078092,8
mp-560098,6.919078092,0
mp-755054,6.919078092,8
mp-24500,6.919078092,0
mp-645303,6.919078092,0
mp-581875,6.918554531,7
mp-778364,6.918554531,8
mp-557842,6.918554531,0
mp-639682,6.918554531,0
mp-14769,6.918554531,0
mp-28815,6.918554531,8
mp-7233,6.918554531,9
mp-560873,6.918554531,6
mp-560899,6.918030337,0
mp-756968,6.918030337,0
mp-768120,6.918030337,0
mp-604,6.918030337,6
mp-4906,6.918030337,0
mp-562977,6.918030337,6
mp-644285,6.918030337,0
mp-35787,6.918030337,0
mp-19259,6.918030337,6
mp-706291,6.91750551,0
mp-684704,6.91750551,0
mp-27692,6.91750551,0
mp-556463,6.91750551,0
mp-768731,6.91750551,0
mp-675172,6.91750551,7
mp-2247,6.91750551,0
mp-557814,6.91750551,0
mp-625788,6.916980047,9
mp-696379,6.916980047,0
mp-557881,6.916980047,0
mp-4556,6.916980047,0
mp-3446,6.916980047,0
mp-759405,6.916980047,0
mp-9486,6.916980047,0
mp-14037,6.916980047,2
mp-754920,6.916453949,9
mp-754855,6.916453949,0
mp-772610,6.916453949,0
mp-677080,6.916453949,7
mp-557330,6.916453949,0
mp-10837,6.916453949,0
mp-758844,6.916453949,0
mp-19503,6.916453949,5
mp-754038,6.916453949,9
mp-676002,6.915927212,0
mp-557399,6.915927212,0
mp-560898,6.915927212,0
mp-720849,6.915927212,1
mp-18780,6.915927212,6
mp-14283,6.915927212,0
mp-560189,6.915927212,0
mp-642648,6.915927212,0
mp-553926,6.915927212,0
mp-768960,6.915927212,0
mp-6494,6.915927212,0
mp-558118,6.915927212,0
mp-680944,6.915399835,6
mp-753845,6.915399835,0
mp-780237,6.915399835,0
mp-9209,6.915399835,0
mp-23897,6.915399835,0
mp-640836,6.915399835,7
mp-767419,6.915399835,0
mp-1602,6.915399835,0
mp-38103,6.915399835,0
mp-2706,6.915399835,0
mp-8682,6.915399835,0
mp-14638,6.915399835,0
mp-23406,6.915399835,1
mp-759207,6.914871818,0
mp-541582,6.914871818,5
mp-634431,6.914871818,0
mp-753277,6.914871818,0
mp-779545,6.914871818,0
mp-625733,6.914871818,9
mp-23059,6.914871818,0
mp-691119,6.914343157,5
mp-779739,6.914343157,8
mp-27180,6.914343157,0
mp-707976,6.914343157,0
mp-752484,6.914343157,0
mp-29731,6.914343157,0
mp-769280,6.914343157,7
mp-2488,6.914343157,4
mp-780274,6.913813852,8
mp-779979,6.913813852,8
mp-772780,6.913813852,0
mp-768200,6.913813852,0
mp-27694,6.913813852,0
mp-556340,6.913813852,7
mp-755867,6.913813852,9
mp-5621,6.913813852,6
mp-600005,6.913813852,0
mp-19125,6.913283902,6
mp-556237,6.913283902,9
mp-556799,6.913283902,0
mp-31036,6.913283902,0
mp-674993,6.913283902,0
mp-755420,6.913283902,0
mp-696129,6.913283902,0
mp-5990,6.913283902,0
mp-37216,6.913283902,0
mp-556372,6.913283902,0
mp-557871,6.912753304,0
mp-605821,6.912753304,0
mp-36223,6.912753304,0
mp-707190,6.912753304,0
mp-558268,6.912753304,0
mp-6844,6.912753304,0
mp-15599,6.912753304,0
mp-707960,6.912222057,0
mp-849230,6.912222057,0
mp-697977,6.912222057,0
mp-277,6.912222057,8
mp-559715,6.912222057,0
mp-554094,6.912222057,0
mp-768417,6.911690159,9
mp-9843,6.911690159,0
mp-23852,6.911690159,0
mp-865532,6.911690159,0
mp-568692,6.911690159,0
mp-779738,6.911157609,8
mp-28712,6.911157609,0
mp-30997,6.911157609,8
mp-554255,6.911157609,0
mp-754967,6.911157609,0
mp-504948,6.911157609,9
mp-29835,6.911157609,0
mp-772295,6.911157609,0
mp-674478,6.911157609,0
mp-3082,6.911157609,0
mp-770380,6.910624405,7
mp-768195,6.910624405,0
mp-557756,6.910624405,0
mp-1582,6.910624405,0
mp-600027,6.910624405,0
mp-554051,6.910624405,0
mp-28549,6.910624405,0
mp-569826,6.910090546,0
mp-1880,6.910090546,0
mp-17412,6.910090546,0
mp-2878,6.910090546,0
mp-9318,6.910090546,8
mp-780230,6.909556029,8
mp-774910,6.909556029,0
mp-684617,6.909556029,0
mp-867681,6.909556029,0
mp-29703,6.909556029,0
mp-541989,6.909556029,0
mp-778492,6.909556029,8
mp-9595,6.909556029,6
mp-4718,6.909556029,7
mp-27553,6.909556029,7
mp-705528,6.909020854,0
mp-738615,6.909020854,0
mp-554206,6.909020854,0
mp-8962,6.909020854,0
mp-756970,6.909020854,0
mp-17808,6.909020854,6
mp-31419,6.909020854,9
mp-12362,6.909020854,0
mp-778010,6.908485019,9
mp-781753,6.908485019,0
mp-31487,6.908485019,6
mp-768253,6.908485019,0
mp-638061,6.908485019,0
mp-3531,6.908485019,0
mp-28548,6.908485019,0
mp-864662,6.908485019,0
mp-766175,6.907948522,0
mp-707977,6.907948522,0
mp-770474,6.907948522,9
mp-18578,6.907948522,0
mp-760655,6.907948522,0
mp-28670,6.907948522,0
mp-560420,6.907948522,0
mp-766262,6.907948522,0
mp-769283,6.907948522,7
mp-28782,6.907948522,0
mp-542464,6.907948522,0
mp-561018,6.907948522,9
mp-560641,6.907948522,0
mp-37990,6.907948522,0
mp-760664,6.907411361,0
mp-768220,6.907411361,9
mp-752405,6.907411361,0
mp-559545,6.907411361,0
mp-776697,6.907411361,0
mp-866474,6.907411361,0
mp-759198,6.907411361,0
mp-28274,6.907411361,0
mp-754224,6.907411361,0
mp-841,6.907411361,0
mp-697960,6.906873535,0
mp-12829,6.906873535,0
mp-27275,6.906335042,0
mp-782650,6.906335042,5
mp-15254,6.906335042,0
mp-28562,6.906335042,0
mp-608490,6.906335042,0
mp-779588,6.90579588,0
mp-31097,6.90579588,0
mp-559385,6.90579588,0
mp-5072,6.90579588,0
mp-38035,6.90579588,0
mp-776246,6.905256049,8
mp-574040,6.905256049,0
mp-24367,6.905256049,0
mp-628583,6.905256049,0
mp-17066,6.905256049,9
mp-29722,6.905256049,0
mp-28048,6.905256049,0
mp-558690,6.905256049,0
mp-697033,6.904715545,0
mp-677193,6.904715545,0
mp-10408,6.904715545,0
mp-909,6.904715545,0
mp-721712,6.904715545,0
mp-707536,6.904715545,0
